ACCESSION_NUMBER	ID	PERSONSIGNATURE	PERSONTITLE	SIGNATUREDATE
0001669191-21-001139	4	Alan Rodriguez	Board Member	2021-11-17
0001669191-21-001139	1	Alan Rodriguez	Principal Executive Officer	2021-11-17
0001669191-21-001135	3	James Mulford	Principal Accounting Officer	2021-11-17
0001669191-21-001135	1	James Mulford	Principal Executive Officer	2021-11-17
0001669191-21-001135	2	James Mulford	Principal Financial Officer	2021-11-17
0001669191-21-001135	4	James Mulford	Board Member	2021-11-17
0001669191-21-001135	5	David Sterling	Board Member	2021-11-17
0001669191-21-001135	6	Roderick McLean	Board Member	2021-11-17
0001669191-21-001134	6	Roderick McLean	Board Member	2021-11-17
0001669191-21-001134	5	David Sterling	Board Member	2021-11-17
0001669191-21-001134	4	James Mulford	Board Member	2021-11-17
0001669191-21-001134	2	James Mulford	Principal Financial Officer	2021-11-17
0001669191-21-001134	1	James Mulford	Principal Executive Officer	2021-11-17
0001669191-21-001134	3	James Mulford	Principal Accounting Officer	2021-11-17
0001571942-21-000006	3	David Barber	Director	2021-11-17
0001571942-21-000006	1	Peter Murray	Director & Chair	2021-11-17
0001571942-21-000006	2	Stephen Goldberg	Director	2021-11-17
0001670254-21-001304	2	Yoni Cohen	Co-Founder & CEO	2021-11-17
0001670254-21-001304	1	Yaron Moshe Tsion	Co Founder & PM	2021-11-17
0001669191-21-001132	2	Mickal Adler	Principal Accounting Officer	2021-11-17
0001669191-21-001132	4	Jessica Roberts	Board Member	2021-11-17
0001669191-21-001132	3	Mickal Adler	Board Member	2021-11-17
0001669191-21-001132	1	Mickal Adler	Principal Executive Officer	2021-11-17
0001869075-21-000002	1	David Smith	Chief Executive Officer	2021-11-16
0001670254-21-001302	3	James Simmons	Founder & CEO	2021-11-11
0001670254-21-001302	2	Jon Krystafik	Board Member	2021-11-11
0001670254-21-001302	1	Justin Simmons	Co-Founder & CTO	2021-11-11
0001665160-21-002030	1	Dustin Feider	CEO, Principal Executive Officer and Director	2021-11-17
0001665160-21-002030	2	Heather Feider	Principal Financial Officer and Principal Accounting Officer	2021-11-17
0001837629-21-000001	1	Breanne Cruickshank	Director	2021-11-17
0001851491-21-000009	3	Gene Song	Chief Revenue Officer	2021-11-16
0001851491-21-000009	2	Morgan McLachlan	Chief Product Officer	2021-11-16
0001851491-21-000009	1	Mark Lynn	Chief Executive Officer	2021-11-16
0001851491-21-000009	4	Geoffrey McFarlane	Member of Board of Directors	2021-11-16
0001669191-21-001130	2	Jimmy Ezzell	Board Member	2021-11-16
0001669191-21-001130	1	Jimmy Ezzell	Principal Executive Officer	2021-11-16
0001880446-21-000005	1	D. Wayne Baxter	CEO	2021-11-16
0001880446-21-000004	1	Justin Lyle	Co-Owner	2021-11-16
0001880446-21-000003	1	Trina Williams	Owner	2021-11-16
0001891254-21-000004	1	Sarah Daigneault	President	2021-11-16
0001665160-21-002028	1	David Akerman	CEO, Principal Executive Officer and Director, Principal Financial Officer and Principal Accounting Officer	2021-11-16
0001670254-21-001299	1	David Spencer	CEO	2021-11-10
0001670254-21-001295	1	Elliott Small	Founder and CEO	2021-11-10
0001670254-21-001297	1	Sofia Erik	Vice President	2021-11-09
0001876596-21-000002	1	Jose Morey	Chief Executive Officer	2021-11-15
0001670254-21-001297	3	Eugene Erik	CEO	2021-11-09
0001872382-21-000009	1	Rebekah Borucki	President	2021-07-13
0001888486-21-000001	2	Joshua Russo	Chief Operations Officer	2021-11-15
0001888486-21-000001	1	Mengtang Sun	Chief Executive Officer and Managing Member	2021-11-15
0001670254-21-001301	1	Aleh Manchuliantsau	Founder and CEO	2021-11-12
0001670254-21-001297	2	Andrew Koval	CTO	2021-11-09
0001670254-21-001293	2	Dmytro Usenko	CEO	2021-11-13
0001670254-21-001293	1	Svetlana Lopatina	CFO	2021-11-13
0001669191-21-001128	3	Wilder Rumpf	Principal Accounting Officer	2021-11-15
0001669191-21-001128	5	Wilder Rumpf	Board Member	2021-11-15
0001669191-21-001128	2	Wilder Rumpf	Principal Financial Officer	2021-11-15
0001669191-21-001128	1	Wilder Rumpf	Principal Executive Officer	2021-11-15
0001669191-21-001128	4	Steve Forbes	Board Member	2021-11-15
0001670254-21-001291	2	Andrew Teravskis	Co-founder & CEO	2021-11-12
0001670254-21-001291	1	Adam Gregory	Co-founder & COO	2021-11-12
0001665160-21-002026	1	Paolo Tiramani	CEO, Principal Executive Officer and Director, Principal Financial Officer and Principal Accounting Officer	2021-11-15
0001665160-21-002026	2	Galiano Tiramani	Founder and Director	2021-11-15
0001665160-21-002025	1	Howie Busch	CEO, Principal Executive Officer and Director, Principal Financial Officer and Principal Accounting Officer	2021-11-15
0001665160-21-002023	1	Sebastien Gaddini	Director and President	2021-11-15
0001665160-21-002023	2	Spiro Leunes	Principal Financial Officer and Principal Accounting Officer	2021-11-15
0001665160-21-002021	1	Michael Brower	CFO and Co-Founder	2021-11-15
0001665160-21-002019	1	Melissa Meister	CEO, Principal Executive Officer and Director, Principal Financial Officer and Principal Accounting Officer	2021-11-15
0001874177-21-000001	1	Quan Zhang	Chief Executive Officer, Secretary and Sole Director	2021-11-15
0001669191-21-001120	3	Seymour Segnit	Principal Accounting Officer	2021-11-15
0001669191-21-001120	5	Amy Rau Segnit	Board Member	2021-11-15
0001669191-21-001120	4	Seymour Segnit	Board Member	2021-11-15
0001669191-21-001120	1	Seymour Segnit	Principal Executive Officer	2021-11-15
0001669191-21-001120	2	Amy Rau Segnit	Principal Financial Officer	2021-11-15
0001669191-21-001118	4	Peter  Goodman	Board Member	2021-11-15
0001669191-21-001118	3	Peter  Goodman	Principal Accounting Officer	2021-11-15
0001669191-21-001118	2	Peter  Goodman	Principal Financial Officer	2021-11-15
0001669191-21-001118	1	Peter  Goodman	Principal Executive Officer	2021-11-15
0001866638-21-000003	1	Mariam Nusrat	CEO	2021-11-15
0001746059-21-000555	1	Daniel Suh	Owner and CoFounder	2021-11-15
0001746059-21-000555	2	Lawrence Jarvey	Owner and CoFounder	2021-11-15
0001746059-21-000554	1	Hazel Lebron	Owner and Founder	2021-11-15
0001665160-21-002017	1	Saroosh Gull	CEO, Principal Executive Officer and Director, Principal Financial Officer and Principal Accounting Officer	2021-11-15
0001837254-21-000013	1	Zayn Kalyan	President	2020-12-24
0001746059-21-000553	1	Francis Manzo	President	2021-11-15
0001665160-21-002015	1	Dele Atanda	CEO, Principal Executive Officer and Director, Principal Financial Officer and Principal Accounting Officer	2021-11-15
0001746059-21-000552	1	Colleen Marlett	Owner and Founder	2021-11-15
0001890670-21-000001	1	Mitchella Gilbert	CEO	2021-10-27
0001665160-21-002014	1	Greg Barrow	CEO, Principal Executive Officer, Director, Principal Financial Officer, and Principal Accounting Officer	2021-11-12
0001887230-21-000001	1	James Spence Jr.	Principal	2021-11-12
0001888287-21-000002	1	Matthew Lutz	CEO	2021-11-12
0001665160-21-002010	1	Greg Barrow	CEO, Principal Executive Officer, Director, Principal Financial Officer, and Principal Accounting Officer	2021-11-12
0001665160-21-002008	1	Jamar Williams	CEO/Director	2021-11-12
0001888287-21-000001	1	Matthew Lutz	CEO	2021-11-12
0001665160-21-002006	1	Sara Margulis	CEO, Principal Executive Officer and Director, Principal Financial Officer and Principal Accounting Officer	2021-11-12
0001856356-21-000006	1	Kaushal Kulkarni	Sole Director	2021-11-12
0001856356-21-000005	1	Kaushal Kulkarni	Sole Director	2021-11-12
0001885738-21-000001	1	Josiah Umezurike	Founder and CEO	2021-11-12
0001665160-21-002005	1	Edward McMahon	CEO, Principal Executive Officer and Director, Principal Financial Officer and Principal Accounting Officer	2021-11-12
0001665160-21-002004	1	Edward McMahon	CEO, Principal Executive Officer and Director, Principal Financial Officer and Principal Accounting Officer	2021-11-12
0001669191-21-001116	5	Luigi Boschin	Board Member	2021-11-12
0001669191-21-001116	4	Bruce  Riezenman	Board Member	2021-11-12
0001669191-21-001116	3	Luigi Boschin	Principal Accounting Officer	2021-11-12
0001669191-21-001116	2	Luigi Boschin	Principal Financial Officer	2021-11-12
0001669191-21-001116	1	Luigi Boschin	Principal Executive Officer	2021-11-12
0001669191-21-001116	6	Andrea Mandel Mantello	Board Member	2021-11-12
0001193125-21-327931	1	/s/ Scott Ford	President, Co-Chief Executive Officer and Director (Principal Executive Officer)	2021-11-12
0001193125-21-327931	5	/s/ Joel Worcester	Director	2021-11-12
0001193125-21-327931	4	/s/ Tyler McNie	Co-Chief Executive Officer, Director	2021-11-12
0001193125-21-327931	3	/s/ Cameron McNie	Co-Chief Executive Officer, Chairman of the Board	2021-11-12
0001193125-21-327931	2	/s/ Terry Harryman	Chief Financial Officer (Principal Financial Officer)	2021-11-12
0001665160-21-002003	2	Hillel Bachrach	Director	2021-11-12
0001665160-21-002003	3	Michael Levy	Director	2021-11-12
0001665160-21-002003	4	Gilad Meiri	Director	2021-11-12
0001665160-21-002003	5	Eran Orr	CEO and Principal Executive Officer	2021-11-12
0001665160-21-002003	1	Deepa Javeri,	Principal Financial Officer and Principal Accounting Officer	2021-11-12
0001670254-21-001289	1	Samir Tendulkar	Founder CEO/CTO	2021-11-10
0001861802-21-000002	2	Michael Nguyen	Director	2021-11-12
0001861802-21-000002	1	Anthony Do	Director	2021-11-12
0001665160-21-002002	1	Edward McMahon	CEO, Principal Executive Officer and Director, Principal Financial Officer and Principal Accounting Officer	2021-11-12
0001670254-21-001287	1	Julien Uhlig	CEO AT EX VENTURE INC.	2021-11-09
0001665160-21-002001	3	Frederick J. Murrell	Chairman of the Board	2021-11-12
0001665160-21-002001	2	Russell Smith	President & CEO	2021-11-12
0001665160-21-002001	4	Troy Carter	Chief Strategy Officer	2021-11-12
0001665160-21-002001	1	Fredrick H Sands	Director	2021-11-12
0001789922-21-000002	1	/s/ Rooshy Roychoudhury	CEO, Director	2021-11-11
0001789922-21-000002	2	/s/ Justin Silver	COO, Director	2021-11-11
0001845790-21-000003	1	Shante Davis by Sean Fuellhart POA	CEO	2021-11-12
0001665160-21-001999	1	Frederick Akpoghene	CEO, Principal Executive Officer and Director, Principal Financial Officer and Principal Accounting Officer	2021-11-12
0001834841-21-000002	3	Shane Hildreth	Director	2021-11-12
0001834841-21-000002	2	Mark Toon	Director	2021-11-12
0001834841-21-000002	1	Jorge Ortiz	Director	2021-11-12
0001665160-21-001996	1	Erika Guerrero	President, CEO, Principal Executive Officer, Director, Principal Financial Officer and Principal Accounting Officer	2021-11-12
0001665160-21-001995	1	Edward McMahon	CEO, Principal Executive Officer and Director, Principal Financial Officer and Principal Accounting Officer	2021-11-12
0001891254-21-000001	1	Sarah Daigneault	President	2021-11-12
0001665160-21-001994	1	Reza Khademi	CEO, Principal Executive Officer and Director, Principal Financial Officer and Principal Accounting Officer	2021-11-12
0001665160-21-001993	1	Eyal Amir	President, CEO, Principal Executive Officer, Director, Principal Financial Officer and Principal Accounting Officer	2021-11-12
0001870693-21-000003	1	Rob Wolf by Jim Caboy POA	President	2021-11-12
0001670254-21-001285	2	Jason Domangue	Founder & CEO	2021-11-05
0001670254-21-001285	1	James Kitchen	COO	2021-11-05
0001850557-21-000009	1	Richard Miles by Sean Fuellhart POA	CEO	2021-11-10
0001670254-21-001284	1	Tyler Hayes	Atom Limbs Co-Founder & CEO	2021-11-08
0001863157-21-000002	1	Caroline DesRosiers	Director	2021-11-10
0001863157-21-000002	2	Reed DesRosiers	Director	2021-11-10
0001670254-21-001282	1	Howard Lee Gatch	MeetEm.com	2021-11-10
0001669191-21-001114	1	Seymour Segnit	Principal Executive Officer	2021-11-10
0001669191-21-001114	2	Amy Rau Segnit	Principal Financial Officer	2021-11-10
0001669191-21-001114	3	Seymour Segnit	Principal Accounting Officer	2021-11-10
0001669191-21-001114	4	Seymour Segnit	Board Member	2021-11-10
0001669191-21-001114	5	Amy Rau Segnit	Board Member	2021-11-10
0001746059-21-000551	1	Adenike John	Owner and Founder	2021-11-10
0001665160-21-001989	1	Daniel Lyons	CEO, Principal Executive Officer and Director, Principal Financial Officer and Principal Accounting Officer	2021-11-10
0001665160-21-001991	1	Edward McMahon	CEO, Principal Executive Officer and Director, Principal Financial Officer and Principal Accounting Officer	2021-11-10
0001670254-21-001280	4	Doris Lu-Anderson	Director of Marketing	2021-11-05
0001670254-21-001280	5	Mark Anderson	Founder & CEO	2021-11-05
0001670254-21-001280	3	Ronald Lawrence Pitt	CTO	2021-11-05
0001670254-21-001280	1	Regina McNamara	CFO	2021-11-07
0001670254-21-001280	2	Jayanth Franklin	Director	2021-11-07
0001875954-21-000003	1	Roger D Whetstine	Managing Member	2021-11-10
0001875954-21-000002	1	Eric Truscott	Co-Owner	2021-11-10
0001746059-21-000550	1	Jeffrey Smith	Owner and Founder	2021-11-10
0001670254-21-001279	3	Sabrina Kemeny	President	2021-11-09
0001670254-21-001279	2	Rolf A Marshall	Board Member	2021-11-09
0001670254-21-001279	1	Eli Schick	Board Member	2021-11-09
0001670254-21-001279	4	Dovid Schick	CEO and Co-Founder	2021-11-09
0001746059-21-000549	1	Tomas Nenortas	Owner and Founder	2021-11-10
0001670254-21-001278	1	Anthony Perkins	Vice President	2021-11-09
0001670254-21-001278	2	Dede Perkins	CEO	2021-11-09
0001885303-21-000007	2	James Abely	Manager	2021-11-10
0001885303-21-000007	1	Will Marotti	Manager	2021-11-10
0001670254-21-001277	1	Cindy Damarillo Ty	CFO	2021-11-10
0001670254-21-001277	2	Winston Damarillo	CEO	2021-11-10
0001665160-21-001984	1	Arthur Erickson	President, CEO, Principal Executive Officer, Director, Principal Financial Officer and Principal Accounting Officer	2021-11-10
0001881146-21-000003	1	Sadie Kurzban	Founder & Chief Executive Officer	2021-11-09
0001881146-21-000003	2	Benjamin Kurzban	Chief Financial Officer	2021-11-09
0001881146-21-000003	3	Samuel Karshenboym	Chief Operations Officer	2021-11-09
0001881146-21-000003	4	Derek Flanzraich	Director	2021-11-09
0001665160-21-001982	1	Doron Merdinger	President, CEO, Principal Executive Officer, Director, Principal Financial Officer and Principal Accounting Officer	2021-11-09
0001881146-21-000003	5	Sarah Foley	Director	2021-11-09
0001746059-21-000548	1	Jeff Similien	Owner and CEO	2021-11-09
0001665160-21-001978	1	Denys Gurak	CEO, Principal Executive Officer and Director, Principal Financial Officer and Principal Accounting Officer	2021-11-09
0001665160-21-001977	1	Todd Gibson	CEO, Principal Executive Officer and Director, Principal Financial Officer and Principal Accounting Officer	2021-11-09
0001665160-21-001974	1	Dan Martinez	President, CEO, Principal Executive Officer, Director, Principal Financial Officer and Principal Accounting Officer	2021-11-09
0001670254-21-001275	3	Fabien Lamaison	Founder & CEO	2021-11-06
0001670254-21-001275	1	Cyril Goust	Cofounder	2021-11-07
0001670254-21-001275	2	Thomas Rame	Cofounder	2021-11-06
0001788777-21-000006	1	EDAN MIMRAN	CEO	2021-11-09
0001850557-21-000008	1	Richard Miles by Sean Fuellhart POA	CEO	2021-11-09
0001665160-21-001972	1	Nikolaos Tezapsidis	Chief Executive Officer, President and Chairman of the Board of Directors	2021-11-09
0001892930-21-000001	1	Brooke Hesse	Co-Owner	2021-11-09
0001670254-21-001274	1	Anthony Hughes	CEO & Chief Tendies Officer	2021-11-05
0001669191-21-001111	3	Peter  Goodman	Principal Accounting Officer	2021-11-09
0001669191-21-001111	4	Peter  Goodman	Board Member	2021-11-09
0001669191-21-001111	2	Peter  Goodman	Principal Financial Officer	2021-11-09
0001669191-21-001111	1	Peter  Goodman	Principal Executive Officer	2021-11-09
0001665160-21-001970	1	Matt Eau Claire	CEO, Principal Executive Officer and Director, Principal Financial Officer and Principal Accounting Officer	2021-11-09
0001669191-21-001109	1	Michael Manahan	CFO	2021-07-07
0001873827-21-000002	1	Matthew Lazarewicz	President & Co-Founder	2021-11-08
0001746059-21-000547	1	Marlo Sandler	Owner and CoFounder	2021-11-08
0001746059-21-000546	1	Morriss Partee	Owner and CoFounder	2021-11-08
0001780439-21-000017	1	Grant Gregory Weiss	CEO	2021-11-03
0001665160-21-001968	1	Megan Hayes	Co-CEO and Principal Executive Officer, Director, Principal Financial Officer and Principal Accounting Officer	2021-11-08
0001665160-21-001968	2	Kimberly Reilly	Co-CEO and Principal Executive Officer, Director	2021-11-08
0001669191-21-001107	1	Rhonda Stevenson	Principal Executive Officer	2021-11-08
0001669191-21-001107	2	Timothy Alatorre	Principal Financial Officer	2021-11-08
0001669191-21-001107	7	Rhonda Stevenson	Board Member	2021-11-08
0001669191-21-001107	3	Timothy Alatorre	Principal Accounting Officer	2021-11-08
0001669191-21-001107	4	James Wolff	Board Member	2021-11-08
0001669191-21-001107	5	Timothy Alatorre	Board Member	2021-11-08
0001669191-21-001107	6	Thomas R. Spilker	Board Member	2021-11-08
0001670254-21-001271	1	Andrew Levy	Chief Financial Officer	2021-11-08
0001670254-21-001271	2	David Walker	President and CEO	2021-11-08
0001875534-21-000002	1	Billy Carson by Sean Fuellhart POA	CEO	2021-11-08
0001665160-21-001967	1	Alice Chen	CEO, Principal Executive Officer and Director, Principal Financial Officer and Principal Accounting Officer	2021-11-08
0001669191-21-001104	3	Raju Panjwani	Principal Accounting Officer	2021-11-08
0001669191-21-001104	4	Triccia Ramos	Board Member	2021-11-08
0001669191-21-001104	5	Raju Panjwani	Board Member	2021-11-08
0001669191-21-001104	2	Raju Panjwani	Principal Financial Officer	2021-11-08
0001669191-21-001104	1	Raju Panjwani	Principal Executive Officer	2021-11-08
0001747584-21-000027	1	Alex Blackmer	Manager	2021-11-08
0001669191-21-001102	5	John Rigoli	Board Member	2021-11-08
0001669191-21-001102	4	Ruth Nemire	Board Member	2021-11-08
0001669191-21-001102	3	Ruth Nemire	Principal Accounting Officer	2021-11-08
0001669191-21-001102	2	John Rigoli	Principal Financial Officer	2021-11-08
0001669191-21-001102	1	Ruth Nemire	Principal Executive Officer	2021-11-08
0001669191-21-001102	6	Brad  Nemire	Board Member	2021-11-08
0001669191-21-001100	5	Marshall Kaplan Ph.D.	Board Member	2021-11-08
0001669191-21-001100	4	John Bauman	Board Member	2021-11-08
0001669191-21-001100	3	John Bauman	Principal Accounting Officer	2021-11-08
0001669191-21-001100	2	John Bauman	Principal Financial Officer	2021-11-08
0001669191-21-001100	1	John Bauman	Principal Executive Officer	2021-11-08
0001670254-21-001270	3	Rick Johnson	CEO	2021-10-15
0001670254-21-001270	1	McKay Thomas	Director	2021-11-05
0001670254-21-001270	2	Thomas Frosheiser	Director	2021-10-22
0001670254-21-001269	3	Fares Ksebati	CEO	2021-11-05
0001670254-21-001269	2	Michael Allon	Co-Founder	2021-11-05
0001670254-21-001269	1	Adam Oxner	Co-founder & CTO	2021-11-05
0001892366-21-000001	1	Mira Vicki Zaki	Owner	2021-11-08
0001634025-21-000010	1	Brian Scott	CEO	2021-11-08
0001665160-21-001966	1	Thomas E. Stevens	CEO, Principal Executive Officer and Director, Principal Financial Officer and Principal Accounting Officer	2021-11-05
0001670254-21-001268	1	M. Brian Barnett	Founder & CEO	2021-11-05
0001788590-21-000004	1	Raymond Li	Founder & Chief Executive Officer	2021-11-05
0001788590-21-000004	2	Mark Zheng	President	2021-11-05
0001817438-21-000003	1	Mike Brown by Sean Fuellhart POA	Partner	2021-11-05
0001816003-21-000005	1	Alan Shetzer by Sean Fuellhart POA	CEO	2021-11-05
0001815955-21-000004	1	Corey Lewis by Sean Fuellhart POA	CEO	2021-11-05
0001817190-21-000006	1	Justin Beckett by Sean Fuellhart POA	CEO	2021-11-05
0001746059-21-000545	1	Tito Jackson	Owner and Founder	2021-11-05
0001877762-21-000003	1	Anne Nickel Cannady	As the Manager of, Mountain Lion Ventures LLC, the Manager	2021-11-05
0001780439-21-000016	1	Grant Gregory Weiss	CEO	2021-11-03
0001665160-21-001964	1	Dan Brazelton	CEO, Principal Executive Officer and Director, Principal Financial Officer and Principal Accounting Officer	2021-11-05
0001665160-21-001963	1	Vipin Jain	President, CEO, Principal Executive Officer, Director, Principal Financial Officer and Principal Accounting Officer	2021-11-05
0001669191-21-001098	2	James Buchanan	Principal Financial Officer	2021-11-05
0001669191-21-001098	3	James Buchanan	Principal Accounting Officer	2021-11-05
0001669191-21-001098	4	James Buchanan	Board Member	2021-11-05
0001669191-21-001098	1	James Buchanan	Principal Executive Officer	2021-11-05
0001669191-21-001097	1	James Buchanan	Principal Executive Officer	2021-11-05
0001669191-21-001097	2	James Buchanan	Principal Financial Officer	2021-11-05
0001669191-21-001097	3	James Buchanan	Principal Accounting Officer	2021-11-05
0001669191-21-001097	4	James Buchanan	Board Member	2021-11-05
0001669191-21-001095	5	John Ambielli	Board Member	2021-11-05
0001669191-21-001095	4	Maria Ambielli	Board Member	2021-11-05
0001669191-21-001095	3	John Ambielli	Principal Accounting Officer	2021-11-05
0001669191-21-001095	2	Maria Ambielli	Principal Financial Officer	2021-11-05
0001669191-21-001095	1	John Ambielli	Principal Executive Officer	2021-11-05
0001669191-21-001093	5	Evelyn Watters	Board Member	2021-11-05
0001669191-21-001093	4	Monica Brady	Board Member	2021-11-05
0001669191-21-001093	3	Evelyn Watters	Principal Accounting Officer	2021-11-05
0001669191-21-001093	2	Monica Brady	Principal Financial Officer	2021-11-05
0001669191-21-001093	1	Evelyn Watters	Principal Executive Officer	2021-11-05
0001669191-21-001089	3	Matthew P. Jones	Principal Accounting Officer	2021-11-05
0001669191-21-001089	4	Matthew P. Jones	Board Member	2021-11-05
0001669191-21-001089	2	Matthew P. Jones	Principal Financial Officer	2021-11-05
0001669191-21-001089	1	Matthew P. Jones	Principal Executive Officer	2021-11-05
0001669191-21-001086	2	Matthew P. Jones	Principal Financial Officer	2021-11-05
0001669191-21-001086	1	Matthew P. Jones	Principal Executive Officer	2021-11-05
0001669191-21-001086	3	Matthew P. Jones	Principal Accounting Officer	2021-11-05
0001669191-21-001086	4	Matthew P. Jones	Board Member	2021-11-05
0001665160-21-001962	1	Sean Ryan	President, CEO, Principal Executive Officer, Director, Principal Financial Officer and Principal Accounting Officer	2021-11-05
0001619790-21-000003	2	Matthew Peters	Director	2021-11-04
0001884807-21-000002	1	Darron Hays	Manager	2021-11-04
0001670254-21-001266	1	Janet C Buehrer	Founder and CFO	2021-11-03
0001796060-21-000006	2	Michelle Loyd	Founder, Manager, and Chief Product Officer	2021-11-04
0001796060-21-000006	1	Michael Loyd	Founder, Manager, and Chief Executive Officer	2021-11-04
0001619790-21-000003	1	Brennan White	Director	2021-11-04
0001670254-21-001266	2	Mark Buehrer	Founder and CEO	2021-11-03
0001665160-21-001960	1	Robert Niichel	CEO, Principal Executive Officer and Director, Principal Financial Officer and Principal Accounting Officer	2021-11-04
0001811251-21-000003	1	/s/ Emily Cisek	Co-Founder, CEO	2021-11-04
0001811251-21-000003	4	/s/ William McLucas	Director	2021-11-04
0001811251-21-000003	3	/s/ Robbie Wright	Director	2021-11-04
0001811251-21-000003	2	/s/ Kenneth Myers	CTO	2021-11-04
0001665160-21-001958	1	Thomas Gauthier	President, CEO, Principal Executive Officer, Director, Principal Financial Officer and Principal Accounting Officer	2021-11-04
0001879211-21-000003	2	Mischelle (&quot;Shelley&quot;) Elkovich	Co-founder	2021-11-04
0001879211-21-000003	1	Jeffrey (&quot;Jeff&quot;) Heglie	Co-founder	2021-11-04
0001665160-21-001956	1	Benjamin Cook	CEO, Principal Executive Officer and Director, Principal Financial Officer and Principal  Accounting Officer	2021-11-04
0001811251-21-000002	3	/s/ Robbie Wright	Director	2021-11-04
0001811251-21-000002	4	/s/ William McLucas	Director	2021-11-04
0001811251-21-000002	1	/s/ Emily Cisek	Co-Founder & CEO	2021-11-04
0001811251-21-000002	2	/s/ Kenneth Myers	CTO	2021-11-04
0001833366-21-000003	1	Oksana Sokolovsky	CEO	2021-11-04
0001875369-21-000004	1	Michael Marek	President	2021-11-04
0001889699-21-000001	2	Lee James Parsons	Director of Issuer's Manager	2021-11-04
0001889699-21-000001	3	Miles Carroll	Chief Operating Officer	2021-11-04
0001889699-21-000001	1	Lee James Parsons	CEO of Issuer's Manager	2021-11-04
0001670254-21-001265	1	Samuel Pigott	Co-Founder & COO	2021-11-03
0001670254-21-001265	2	Joe Chin	Co-Founder & CEO	2021-11-03
0001746059-21-000544	1	Jodie Ferguson	Member-Manager	2021-11-03
0001890316-21-000001	1	Adam Carver	Director	2021-11-03
0001890316-21-000001	2	Dennis Reichelt	Director	2021-11-03
0001829703-21-000004	1	Alexander Max Goldstein	CEO	2021-11-03
0001878300-21-000002	2	Eric Hirani	Manager	2021-11-03
0001878300-21-000002	1	Hemant Chavan	Manager	2021-11-03
0001890316-21-000001	3	Gilad Goren	Director	2021-11-03
0001665160-21-001954	1	Yogesh Pandit	CEO and Chairman of the Board	2021-11-03
0001845329-21-000008	1	George Haymaker	Director	2021-11-03
0001856356-21-000002	1	Kaushal Kulkarni	Sole Director	2021-11-03
0001670254-21-001264	2	Sabrina Kemeny	President	2021-11-01
0001670254-21-001264	3	Rolf A. Marshall	Board Member	2021-11-01
0001670254-21-001264	4	Dovid Schick	CEO and Co-Founder	2021-11-01
0001670254-21-001264	1	Eli Schick	Board Member	2021-11-01
0001665160-21-001953	1	Andrew Maffey	CEO, Principal Executive Officer and Director, Principal Financial Officer and Principal Accounting Officer	2021-11-03
0001665160-21-001953	2	Frank Golbeck	Director	2021-11-03
0001665160-21-001952	1	Aaron Walls	CEO, Principal Executive Officer and Director, Principal Financial Officer and Principal Accounting Officer	2021-11-03
0001867385-21-000004	1	Samantha Story-Camp	President	2021-11-03
0001670254-21-001263	1	Eric Janszen	Co-founder and CEO	2021-10-29
0001886474-21-000003	1	Ojetemola Ojemuyiwa	Co-Owner	2021-11-03
0001886474-21-000002	1	Ebony Williams	President	2021-11-03
0001669191-21-001082	5	Maria Ambielli	Board Member	2021-11-02
0001669191-21-001082	3	John Ambielli	Principal Accounting Officer	2021-11-02
0001669191-21-001082	2	Maria Ambielli	Principal Financial Officer	2021-11-02
0001669191-21-001082	1	John Ambielli	Principal Executive Officer	2021-11-02
0001669191-21-001082	4	John Ambielli	Board Member	2021-11-02
0001746059-21-000543	1	Laurent Dantonio	President	2021-11-02
0001889280-21-000001	1	Frank Chindamo	President, Chief Financial Officer	2021-11-02
0001887640-21-000001	2	James Parker	Founder	2021-11-02
0001887640-21-000001	1	Christopher Lay	Founder	2021-11-02
0001669191-21-001078	1	Patrick Adam Carlton	Director	2021-09-08
0001889963-21-000004	1	AROON TUNGARE	CEO	2021-11-02
0001889963-21-000003	1	EDAN MIMRAN	CEO	2021-11-02
0001670254-21-001262	3	Maxim Mikheev	CEO / Chief Scientist	2021-11-01
0001670254-21-001262	2	Dennis ONeill	President	2021-11-01
0001670254-21-001262	1	Eugene Fooksman	Director at large	2021-11-01
0001665160-21-001951	1	Arthur Erickson	President, CEO, Principal Executive Officer, Director, Principal Financial Officer and Principal Accounting Officer	2021-11-02
0001665160-21-001950	1	Jamar Williams	CEO/Director	2021-11-02
0001670254-21-001260	2	Joe Chin	Co-Founder & CEO	2021-11-02
0001670254-21-001260	1	Samuel Pigott	Co-Founder & COO	2021-11-02
0001746059-21-000542	1	Adam Dziki	Owner and CoFounder	2021-11-02
0001746059-21-000541	2	Vivian Lemus	Owner and CoFounder	2021-11-02
0001746059-21-000541	1	Kristin Lacy	Owner and CoFounder	2021-11-02
0001665160-21-001949	1	Brad Johnston	CEO, Principal Executive Officer and Director, Principal Financial Officer and Principal Accounting Officer	2021-11-02
0001665160-21-001948	1	Chris Smith	CEO, Principal Executive Officer and Director, Principal Financial Officer and Principal Accounting Officer	2021-11-02
0001747584-21-000026	1	Cullen Kasunic	Manager, Chief Financial Officer	2021-11-01
0001886475-21-000005	1	Donald Scott II	Manager	2021-10-05
0001886475-21-000005	2	Ismael El-Amin	Manager	2021-10-05
0001746059-21-000540	1	Keva Niver	Owner and CEO	2021-11-01
