ACCESSION_NUMBER	ID	PERSONSIGNATURE	PERSONTITLE	SIGNATUREDATE
0001885303-22-000001	2	James Abely	Manager	2022-02-24
0001885303-22-000001	1	Will Marotti	Manager	2022-02-24
0001887265-22-000001	1	Adeel Yang	CEO	2022-02-24
0001911704-22-000001	1	Jill Ferrari	Managing Partner	2022-02-24
0001746059-22-000081	1	Angela Morales	Owner	2022-02-24
0001898330-22-000002	1	Michael Loveless	Co-Founder	2022-02-24
0001669191-22-000159	1	Jimmy Ezzell	Principal Executive Officer	2022-02-24
0001669191-22-000159	2	Jimmy Ezzell	Board Member	2022-02-24
0001665160-22-000327	1	Carman Cook	CEO, Principal Executive Officer and Director	2022-02-23
0001665160-22-000326	1	Jeff Slosar	CEO, Principal Executive Officer and Director, Principal Financial Officer, Principal Accounting Officer	2022-02-23
0001665160-22-000328	1	Victor Bergonzoli	President, CEO, Principal Executive Officer, Director, Principal Financial Officer and Principal Accounting Officer	2022-02-23
0001665160-22-000329	1	Jacob Davis	President, CEO, Principal Executive Officer, Director, Principal Financial Officer and Principal Accounting Officer	2022-02-23
0001665160-22-000325	1	Nelson Zambrana	CEO, CTO, Principal Executive Officer and Director, Principal Financial Officer and Principal Accounting Officer	2022-02-23
0001670254-22-000186	1	Annette Azan	Founder and CEO	2022-02-22
0001901311-22-000002	1	FRANK ADAMO	CEO	2022-02-23
0001669191-22-000157	1	Rhonda Stevenson	Principal Executive Officer	2022-02-23
0001669191-22-000157	3	Timothy Alatorre	Principal Accounting Officer	2022-02-23
0001669191-22-000157	5	Timothy Alatorre	Board Member	2022-02-23
0001669191-22-000157	6	Thomas R. Spilker	Board Member	2022-02-23
0001669191-22-000157	7	Rhonda Stevenson	Board Member	2022-02-23
0001669191-22-000157	4	James Wolff	Board Member	2022-02-23
0001669191-22-000157	2	Timothy Alatorre	Principal Financial Officer	2022-02-23
0001670254-22-000185	1	Annette Azan	Founder and CEO	2022-02-22
0001665160-22-000324	1	Michael DeVerna	CEO, Principal Executive Officer and Director, Principal Financial Officer, Principal Accounting Officer	2022-02-23
0001665160-22-000322	1	Kirill Gichunts	CEO, Principal Executive Officer, Director, Principal Financial Officer and Principal Accounting Officer for FuelGems Inc.	2022-02-23
0001619790-22-000001	1	Brennan White	CEO	2022-02-23
0001665160-22-000321	5	Michael J. Pichel	Director	2022-02-23
0001665160-22-000321	4	Donald Kohl	Director	2022-02-23
0001665160-22-000321	3	Keith J. Kanouse	Director, General Counsel and Corporate Secretary	2022-02-23
0001665160-22-000321	2	Harold Schultz	Board Member	2022-02-23
0001665160-22-000321	1	Joseph Riano	Director, CEO, Principal Financial Officer and President	2022-02-23
0001665160-22-000321	6	Gerardo Moran	Vice President	2022-02-23
0001665160-22-000319	1	Sean Simmons	President, CEO, Principal Executive Officer and Director, Principal Financial Officer and Principal Accounting Officer	2022-02-23
0001666102-22-000001	1	Tianyuan Gu	Chairman	2022-02-19
0001893079-22-000002	2	Maria Elena Carmela Abraham	Chief Product Officer and Director	2022-02-22
0001893079-22-000002	1	Heather Lorraine Dawson	Chief Executive Officer and Director	2022-02-22
0001670254-22-000184	2	Joel A Adams	Founder and CEO	2022-02-18
0001670254-22-000184	1	Mary Andrade	CFO	2022-02-19
0001670254-22-000181	1	Tobias Eichenwald	CEO	2022-02-21
0001669191-22-000155	4	Peter  Goodman	Board Member	2022-02-22
0001669191-22-000155	3	Peter  Goodman	Principal Accounting Officer	2022-02-22
0001669191-22-000155	2	Peter  Goodman	Principal Financial Officer	2022-02-22
0001669191-22-000155	1	Peter  Goodman	Principal Executive Officer	2022-02-22
0001845329-22-000002	1	Joshua Squire	CEO	2022-02-22
0001845329-22-000001	1	George Haymaker	CEO	2022-02-22
0001665160-22-000317	2	Cory Smith	CFO	2022-02-22
0001665160-22-000317	1	Emil Nnani	CEO and Director	2022-02-22
0001900822-22-000001	1	Francisco Cornejo	Director and CEO	2022-02-22
0001900822-22-000001	2	Daniel Acton	Director and President	2022-02-22
0001742232-22-000002	2	Kc Princess Guesdan	Manager	2022-02-22
0001742232-22-000002	1	Parikshit Guhabiswas	Manager	2022-02-22
0001742232-22-000001	1	Ayinde Alakoye	Director	2022-02-22
0001669191-22-000152	6	Renatto Garro	Board Member	2022-02-22
0001669191-22-000152	7	Raul Documet	Board Member	2022-02-22
0001669191-22-000152	5	Stefano Gulbalis	Board Member	2022-02-22
0001669191-22-000152	4	Luis  Rios	Board Member	2022-02-22
0001669191-22-000152	3	Luis  Rios	Principal Accounting Officer	2022-02-22
0001669191-22-000152	2	Efrain Rodriguez	Principal Financial Officer	2022-02-22
0001669191-22-000152	1	Luis  Rios	Principal Executive Officer	2022-02-22
0001911232-22-000002	1	Reesa Kashuk	Owner	2022-02-22
0001813720-22-000001	1	Stephanie O'Brien	Director	2022-02-22
0001665160-22-000315	1	Phil Layton	CEO, Principal Executive Officer and Director, Principal Financial Officer and Principal Accounting Officer	2022-02-22
0001665160-22-000314	1	Connor O Brien	CEO and Director	2022-02-22
0001665160-22-000314	2	Louise Anne Poirier	Principal Accounting Officer and Principal Financial Officer	2022-02-22
0001665160-22-000313	1	Jacques Beaudry Losique	CEO, Principal Executive Officer and Director, Principal Financial Officer and Principal Accounting Officer	2022-02-22
0001826308-22-000001	2	Jonny Vance	Chief Marketing Officer	2022-02-22
0001826308-22-000001	1	Daniel Harmon	President and Director	2022-02-22
0001826308-22-000001	3	Benton Crane	Manager and Executive Producer	2022-02-22
0001644600-22-000028	1	David Mitlyng	Chief Executive Officer, Principal Financial Officer, Principal Accounting Officer, Director	2022-02-22
0001644600-22-000028	2	Roger Yee	Director	2022-02-22
0001665160-22-000312	1	Sara Margulis	CEO, Principal Executive Officer and Director, Principal Financial Officer and Principal Accounting Officer	2022-02-22
0001897390-22-000001	1	/s/ Lyno Sullivan	President	2022-02-18
0001861670-22-000001	2	Andrew Peterson	Manager	2022-02-22
0001861670-22-000001	1	James Chris Wall	Manager	2022-02-22
0001911232-22-000001	1	Reesa Kashuk	Owner	2022-02-22
0001911660-22-000001	1	Eneabo Jacqueline Achadu	President	2022-02-22
0001746059-22-000080	1	Darius Monteiro	Owner and CoFounder	2022-02-22
0001746059-22-000079	1	Alejandro Reyna	Owner and Founder	2022-02-22
0001746059-22-000078	1	Bruce Baird	Owner and CEO	2022-02-22
0001669191-22-000149	5	David Barnhart	Board Member	2022-02-18
0001669191-22-000149	2	Daniel Lopez	Principal Financial Officer	2022-02-18
0001669191-22-000149	3	Lisa Hill	Principal Accounting Officer	2022-02-18
0001669191-22-000149	4	Talbot Jaeger	Board Member	2022-02-18
0001669191-22-000149	1	David Barnhart	Principal Executive Officer	2022-02-18
0001665160-22-000310	1	J. Garrett Green	CEO, Principal Executive Officer and Director, Principal Financial Officer and Principal Accounting Officer	2022-02-18
0001665160-22-000308	1	Jennifer Smith	CEO, Principal Executive Officer and Director, Principal Financial Officer and Principal Accounting Officer	2022-02-18
0001746059-22-000077	1	Monique Saunders	Owner	2022-02-18
0001911560-22-000002	1	Utopia 860 Seneca, LLC (Bryan Price)	Managing Member	2022-02-18
0001669191-22-000146	1	John Bauman	Principal Executive Officer	2022-02-18
0001669191-22-000146	5	Marshall Kaplan Ph.D.	Board Member	2022-02-18
0001669191-22-000146	4	John Bauman	Board Member	2022-02-18
0001669191-22-000146	3	John Bauman	Principal Accounting Officer	2022-02-18
0001669191-22-000146	2	John Bauman	Principal Financial Officer	2022-02-18
0001665160-22-000306	1	Kevin Morin	President, CEO, Principal Executive Officer, Director, Principal Financial Officer and Principal Accounting Officer	2022-02-18
0001669191-22-000144	4	Shari Noonan	Board Member	2022-02-18
0001669191-22-000144	3	Shari Noonan	Principal Accounting Officer	2022-02-18
0001669191-22-000144	1	Shari Noonan	Principal Executive Officer	2022-02-18
0001669191-22-000144	2	Shari Noonan	Principal Financial Officer	2022-02-18
0001665160-22-000304	1	David Akerman	CEO, Principal Executive Officer and Director, Principal Financial Officer and Principal Accounting Officer	2022-02-18
0001665160-22-000303	1	Kevin Cornell	President, CEO, Principal Executive Officer, Director, Principal Financial Officer and Principal Accounting Officer	2022-02-18
0001669191-22-000141	2	Jimmy Ezzell	Board Member	2022-02-18
0001669191-22-000141	1	Jimmy Ezzell	Principal Executive Officer	2022-02-18
0001669191-22-000139	1	Dale Amon	Principal Executive Officer	2022-02-18
0001670254-22-000179	1	Andre Mlynsky	Founder & CEO	2022-02-18
0001844167-22-000001	1	Adrian E. Garcia	CEO	2021-02-17
0001799563-22-000008	1	CJ Favour	Manager	2022-02-18
0001878632-22-000001	1	Bernard Garcia	Founder and CEO	2022-02-18
0001705050-22-000001	1	Christopher Dominguez	Chief Executive Officer	2022-02-17
0001705050-22-000001	2	Michael Rasumussen	Chief Financial Officer and Director	2022-02-17
0001665160-22-000300	1	Nicolas Guerrieri	Director, CEO, and CFO	2022-02-17
0001665160-22-000300	2	Roberto Guerrieri	Director, Lead Strategic Advisor	2022-02-17
0001670254-22-000176	3	Emily Bruce	Founder and CEO	2022-02-16
0001670254-22-000176	1	Jeffrey R. Fisher	CFO	2022-02-16
0001670254-22-000176	2	Aram Abubaker	Cofounder	2022-02-16
0001834769-22-000001	1	Trishna Saigal	Director	2022-02-17
0001746059-22-000076	1	Ricardo h. Correia	Owner	2022-02-17
0001665160-22-000297	1	Pazhani Sundaram	CEO, Principal Executive Officer and Director, Principal Financial Officer and Principal Accounting Officer	2022-02-17
0001746059-22-000075	1	Carl Richardson	Owner and Founder	2022-02-17
0001665160-22-000296	1	Dan Soviero	CEO, Principal Executive Officer and Director, Principal Financial Officer and Principal Accounting Officer	2022-02-17
0001665160-22-000293	5	Nicholas Rogerson	Director	2022-02-17
0001665160-22-000293	3	Douglas Klein	Chief Financial Officer (Principal Financial and Accounting Officer)	2022-02-17
0001665160-22-000293	2	Lee Feliciano	Chief Operating Officer and Director	2022-02-17
0001665160-22-000293	1	Paul Shmotolokha	Chief Executive Officer and Chairman of the Board of Directors (Principal Executive Officer and Director)	2022-02-17
0001665160-22-000293	4	Roger Heegaard	Director	2022-02-17
0001864936-22-000003	1	Carolyn Haeler	Manager	2022-02-17
0001669191-22-000137	5	Andy  Stuppard	Board Member	2022-02-17
0001669191-22-000137	4	Betsy  Kruger	Board Member	2022-02-17
0001669191-22-000137	3	Aman Stuppard	Principal Accounting Officer	2022-02-17
0001669191-22-000137	2	Aman Stuppard	Principal Financial Officer	2022-02-17
0001669191-22-000137	1	Aman Stuppard	Principal Executive Officer	2022-02-17
0001665160-22-000290	1	Cory Smith	CFO	2022-02-16
0001670254-22-000175	1	Saar Gur	Board Member	2022-02-15
0001670254-22-000175	2	Immad Akhund	CEO	2022-02-15
0001665160-22-000285	1	Sean Hacking	CEO, Principal Executive Officer and Director, Principal Financial Officer and Principal Accounting Officer	2022-02-16
0001670254-22-000173	1	George I Stoeckert	Board Member	2022-02-15
0001670254-22-000173	4	Mark Emery	Co-Founder - CEO	2022-02-15
0001670254-22-000173	2	John M Dyer	Board member	2022-02-15
0001670254-22-000173	3	Deborah Emery	Co-Founder	2022-02-15
0001665160-22-000284	1	Ian Eyberg	CEO, Principal Executive Officer and Director, Principal Financial Officer and Principal Accounting Officer	2022-02-16
0001746059-22-000072	1	Daniel Dowe	Owner and President	2022-02-16
0001670254-22-000171	2	Daniel Gizzi	CFO	2022-02-15
0001670254-22-000171	1	Philip Benjamin Howard	CTO	2022-02-15
0001670254-22-000171	3	Jonathan Evans	CEO - Chief Executive Officer	2022-02-15
0001670254-22-000170	2	Jonathan Evans	CEO	2021-12-06
0001670254-22-000170	1	Philip Benjamin Howard	CTO	2022-02-13
0001827264-22-000001	1	Tae Young Lee	CEO	2021-02-16
0001670254-22-000167	1	Noah Bornstein	CTO and Co-Founder	2022-01-12
0001670254-22-000167	2	Amanda Greenberg	CEO and Co-Founder	2022-01-12
0001806528-22-000002	1	/Justin Ayars/	CEO	2022-02-16
0001670254-22-000165	1	Paul Ryan	CEO and Founder	2022-02-15
0001861745-22-000006	1	Brandon Thurman	Founder & President	2022-01-04
0001665160-22-000282	1	Dan Brazelton	CEO, Principal Executive Officer and Director, Principal Financial Officer and Principal Accounting Officer	2022-02-16
0001868902-22-000002	1	Nathan S Jacobs	CEO	2022-02-16
0001644600-22-000026	3	Terri Lubaroff	Director	2022-02-16
0001644600-22-000026	2	Jeff Annison	Director	2022-02-16
0001644600-22-000026	1	Paul Scanlan	Co-Founder, Chief Executive Officer, Chief Financial Officer and Treasurer	2022-02-16
0001907816-22-000002	1	jonathan swindell	ceo	2022-02-16
0001910645-22-000001	1	Christopher Lynn Davis	President	2022-01-05
0001670254-22-000160	1	Megi Kavtaradze	Founder and CEO	2022-02-10
0001648770-22-000002	1	/s/ Amanda Greenberg	Director and Chief Executive Officer	2022-02-15
0001648770-22-000002	2	/s/ Noah Bornstein	Director and Chief Technology Officer	2022-02-15
0001670254-22-000162	1	Eric Delisle	CEO	2022-02-15
0001665160-22-000280	1	J. Thomas Graham	CEO, Principal Executive Officer and Director, Principal Financial Officer and Principal Accounting Officer	2022-02-15
0001648770-22-000003	2	/s/ Noah Bornstein	Director and Chief Technology Officer	2022-02-15
0001910921-22-000001	1	Michael Patrick Brady	Owner	2022-02-15
0001887640-22-000001	1	Christopher Lay	Founder	2022-02-15
0001887640-22-000001	2	James Parker	Founder	2022-02-15
0001648770-22-000003	1	/s/ Amanda Greenberg	Director and Chief Executive Officer	2022-02-15
0001665160-22-000281	1	Brad Price	CEO, Principal Executive Officer and Director, Principal Financial Officer, and Principal Accounting Officer	2022-02-15
0001669191-22-000134	4	Adelinda  Bryant	Board Member	2022-02-15
0001669191-22-000134	3	Joe Hassell	Principal Accounting Officer	2022-02-15
0001669191-22-000134	5	Joe Hassell	Board Member	2022-02-15
0001669191-22-000134	1	Adelinda  Bryant	Principal Executive Officer	2022-02-15
0001669191-22-000134	2	Joe Hassell	Principal Financial Officer	2022-02-15
0001669191-22-000132	2	Dr. Jeffrey Arle	Principal Financial Officer	2022-02-15
0001669191-22-000132	3	Dr. Jeffrey Arle	Principal Accounting Officer	2022-02-15
0001669191-22-000132	4	Kris Carlson	Board Member	2022-02-15
0001669191-22-000132	1	Dr. Jeffrey Arle	Principal Executive Officer	2022-02-15
0001669191-22-000132	5	Maurizio Patricelli	Board Member	2022-02-15
0001669191-22-000132	6	Jay Shils	Board Member	2022-02-15
0001644600-22-000024	1	Paul Scanlan	Co-Founder, Chief Executive Officer, Chief Financial Officer and Treasurer	2022-02-15
0001644600-22-000024	2	Jeff Annison	Director	2022-02-15
0001644600-22-000024	3	Terri Lubaroff	Director	2022-02-15
0001670254-22-000159	1	Eric Delisle	CEO	2022-02-11
0001670254-22-000157	4	Kyle Wallgren	Chief Executive Officer	2022-02-09
0001670254-22-000157	2	Steve Burton	CIO	2022-02-09
0001670254-22-000157	1	Matt Lowe	Secretary	2022-02-09
0001670254-22-000157	3	Enrique Garcia	Chief Finance Officer	2022-02-09
0001876684-22-000006	1	Gregory O'Connor	CEO	2022-02-15
0001665160-22-000279	1	Emil I NNANI	CEO	2022-02-15
0001665160-22-000279	2	Cory Smith	CFO	2022-02-15
0001746059-22-000071	1	Paul Walker	CFP	2022-02-15
0001665160-22-000278	2	James Castle	CFO, Principal Financial Officer	2022-02-15
0001665160-22-000278	1	Jason Deese	CEO, Principal Executive Officer and Director	2022-02-15
0001746059-22-000070	1	Ryan Baker	Owner and CEO	2022-02-15
0001893768-22-000001	2	Sanet Kritzinger	Manager	2022-02-15
0001893768-22-000001	3	Osment Cunningham	Manager	2022-02-15
0001893768-22-000001	1	David Michael Brett Johnson	Manager	2022-02-15
0001779469-22-000001	1	Brock Heasley	CEO	2022-02-15
0001746059-22-000069	1	Deric Cahill	Owner and CEO	2022-02-15
0001746059-22-000068	1	Heather-Wren Werner	Owner and Founder	2022-02-15
0001746059-22-000067	1	Matthew Williamson	President and CEO	2022-02-15
0001857848-22-000001	1	Andrew Page	Director	2022-02-14
0001857848-22-000001	2	Anuj Patel	Director	2022-02-14
0001730695-22-000006	2	Ian Kane	Director	2022-02-14
0001730695-22-000006	3	Mark Morales	Director	2022-02-14
0001730695-22-000006	1	Daniel Gouldman	Director	2022-02-14
0001746059-22-000066	1	Ashley Cricchio	Owner and Founder	2022-02-14
0001669191-22-000130	2	Ivana Sears	Principal Financial Officer	2022-02-14
0001669191-22-000130	1	Bruce  Goldblatt	Principal Executive Officer	2022-02-14
0001669191-22-000130	6	Ivana Sears	Board Member	2022-02-14
0001669191-22-000130	3	Ivana Sears	Principal Accounting Officer	2022-02-14
0001669191-22-000130	4	Charles  Grady	Board Member	2022-02-14
0001669191-22-000130	5	Bruce  Goldblatt	Board Member	2022-02-14
0001746059-22-000065	1	Jose Tavares	CEO	2022-02-14
0001909241-22-000002	1	/Johnathan Mayo/	CEO	2022-02-14
0001669191-22-000127	3	Chris Wartko	Principal Accounting Officer	2022-02-14
0001669191-22-000127	5	Maya Bovshow	Board Member	2022-02-14
0001669191-22-000127	4	Chris Wartko	Board Member	2022-02-14
0001669191-22-000127	2	Maya Bovshow	Principal Financial Officer	2022-02-14
0001669191-22-000127	1	Chris Wartko	Principal Executive Officer	2022-02-14
0001670254-22-000155	2	Rob K Latt	Co-founder and CEO	2022-02-10
0001670254-22-000155	1	Thiha Min	Chief Technology Officer	2022-02-10
0001665160-22-000276	2	Heather Feider	Principal Financial Officer and Principal Accounting Officer	2022-02-14
0001665160-22-000276	1	Dustin Feider	CEO, Principal Executive Officer and Director	2022-02-14
0001670254-22-000154	3	Rachel Stander	Producer	2022-02-12
0001670254-22-000154	1	Vivian Kerr	Producer	2022-02-12
0001670254-22-000154	2	Rachel Stander Jones	Producer	2022-02-12
0001665160-22-000275	1	Nathan Harding	CEO, Principal Executive Officer and Director, Principal Financial Officer and Principal Accounting Officer	2022-02-14
0001665160-22-000275	3	Robert Siegel	Director	2022-02-14
0001665160-22-000275	4	Lynn Heublein	Director	2022-02-14
0001665160-22-000275	5	Rachel Gold	Co-Founder, CMO	2022-02-14
0001665160-22-000275	2	Joanne Chen	Director	2022-02-14
0001670254-22-000152	3	Dr. Maria Nagy	CEO	2022-02-11
0001670254-22-000152	2	Dr. Angel A. Rivera	CTO	2022-02-11
0001670254-22-000152	1	Mark D Koepsel	CFO	2022-02-11
0001910990-22-000001	1	Kerry Anne Schultz	Manager	2022-02-14
0001910977-22-000001	1	Sam Payrovi	Director	2022-02-14
0001670254-22-000150	3	Ivan Tchatchouwo	CEO	2022-01-07
0001670254-22-000150	1	Ivan Tchatchouwo	CEO	2022-02-10
0001670254-22-000150	2	Erik A Poldroo	Co-Founder	2022-01-07
0001665160-22-000274	1	Russell Smith	CEO, Principal Executive Officer and Director, Principal Financial Officer, Principal Accounting Officer	2022-02-14
0001665160-22-000273	1	Todd Thompson	CEO, Principal Executive Officer and Director, Principal Financial Officer and Principal Accounting Officer	2022-02-14
0001909241-22-000001	1	/Johnathan Mayo/	CEO	2022-02-14
0001670254-22-000144	4	Ellis T Fisher	Executive Director	2022-02-11
0001670254-22-000144	3	Keny Chang	President	2022-02-11
0001670254-22-000149	3	Dr. Maria Nagy	CEO	2022-02-11
0001670254-22-000144	1	Winston damarillo	Executive Director	2022-02-11
0001670254-22-000146	2	Carl Hanna, PhD	Co-Founder	2022-02-11
0001670254-22-000146	1	Saurabh Vyas	Co-Founder	2022-02-11
0001670254-22-000144	5	Keny Chang	President	2022-02-11
0001670254-22-000149	1	Mark D Koepsel	CFO	2022-02-11
0001670254-22-000149	2	Dr. Angel A. Rivera	CTO	2022-02-11
0001670254-22-000144	2	Cindy Damarillo-Ty	Finance	2022-02-11
0001665160-22-000270	1	Joseph Riano	Director, CEO, Principal Financial Officer and President	2022-02-11
0001665160-22-000270	6	Gerardo Moran	Vice President	2022-02-11
0001665160-22-000270	5	Michael J. Pichel	Director	2022-02-11
0001665160-22-000270	4	Donald Kohl	Director	2022-02-11
0001665160-22-000270	3	Keith J. Kanouse	Director, General Counsel and Corporate Secretary	2022-02-11
0001665160-22-000270	2	Harold Schultz	Board Member	2022-02-11
0001665160-22-000269	1	Craig Watson	President, CEO, Principal Executive Officer, Director, Principal Financial Officer and Principal Accounting Officer	2022-02-11
0001910638-22-000001	1	Nakulesveran Kulasingam	Secretary	2022-02-11
0001746059-22-000064	1	Howard Hanna	Owner and Founder	2022-02-11
0001866542-22-000002	1	Maria Crisler by Sean Fuellhart POA	CEO	2022-02-11
0001665160-22-000266	1	Megan Hayes	Co-CEO and Principal Executive Officer, Director, Principal Financial Officer and Principal Accounting Officer	2022-02-11
0001746059-22-000063	1	Bettina Fisher	Owner and Founder	2022-02-11
0001897710-22-000001	1	Marc Dosik	Managing Member	2022-02-11
0001746059-22-000062	1	Bettina Fisher	Owner and Founder	2022-02-11
0001746059-22-000061	1	Tiffany Pauldon	Owner	2022-02-11
0001816601-22-000003	1	Ethan Baehrend	Founder & CEO	2022-02-11
0001665160-22-000264	1	Micah Truman	CEO and Director	2022-02-11
0001670254-22-000142	1	Nathan Kivi	Founder & CEO	2022-02-03
0001670254-22-000140	1	Neal Kaiser	Co-Founder & CTO	2022-02-03
0001670254-22-000143	3	Melody Pekarek	Manager	2022-02-09
0001670254-22-000143	2	Debra Tonetti	Chief Scientific Officer	2022-02-09
0001670254-22-000143	4	Arkadiusz Dudek	Chief Executive Officer	2022-02-09
0001670254-22-000140	2	Rachel Cossar	Co-Founder + CEO	2022-02-03
0001670254-22-000143	1	Gregory Thatcher	CTO	2022-02-10
0001873727-22-000001	5	Kelly Powers	Director	2022-02-10
0001873727-22-000001	1	Brian Holt	Chief Executive Officer	2022-02-10
0001873727-22-000001	2	Phillip Grimm	Director	2022-02-10
0001873727-22-000001	3	Jim Hotaling	Director	2022-02-10
0001873727-22-000001	4	Dinesh Patel	Director	2022-02-10
0001788777-22-000003	1	C.R. CELONA	CEO	2022-02-10
0001665160-22-000262	2	Richard F Hoskins	Director	2022-02-10
0001665160-22-000262	1	Arnold Leitner	CEO, Principal Executive Officer and Director, Principal Financial Officer	2022-02-10
0001828984-22-000001	1	Roberto Tepichin III	Founder & CEO	2022-02-10
0001828984-22-000001	2	Cheyenne Ellis Welker	Director	2022-02-10
0001828984-22-000001	3	Reza Sanjar	Director	2022-02-10
0001828984-22-000001	4	Shervin Molayem	Director	2022-02-10
0001665160-22-000260	1	Yogesh Pandit	CEO and Chairman of the Board	2022-02-10
0001910347-22-000002	1	/Chutima Gustafson/	President	2022-02-10
0001822500-22-000003	5	Joel Whitley	Board Member	2022-02-10
0001822500-22-000003	4	Peter Longo	Board Member	2022-02-10
0001822500-22-000003	3	Mark Parsells	Board Member	2022-02-10
0001822500-22-000003	2	Gregory Schneider	Executive Vice President	2022-02-10
0001822500-22-000003	1	Stewart Stockdale	Chairman & CEO	2022-02-10
0001910347-22-000001	1	Chutima Gustafson	President	2022-02-03
0001669191-22-000123	3	Sean Adler	Principal Accounting Officer	2022-02-10
0001669191-22-000123	2	Sean Adler	Principal Financial Officer	2022-02-10
0001669191-22-000123	1	Sean Adler	Principal Executive Officer	2022-02-10
0001669191-22-000123	4	Sean Adler	Board Member	2022-02-10
0001669191-22-000121	4	James Wolff	Board Member	2022-02-10
0001669191-22-000121	7	Rhonda Stevenson	Board Member	2022-02-10
0001669191-22-000121	6	Thomas R. Spilker	Board Member	2022-02-10
0001669191-22-000121	5	Timothy Alatorre	Board Member	2022-02-10
0001669191-22-000121	1	Rhonda Stevenson	Principal Executive Officer	2022-02-10
0001669191-22-000121	2	Timothy Alatorre	Principal Financial Officer	2022-02-10
0001669191-22-000121	3	Timothy Alatorre	Principal Accounting Officer	2022-02-10
0001665160-22-000259	1	Gerard Coughlin	President, CEO, Principal Executive Officer, Director, Principal Financial Officer and Principal Accounting Officer	2022-02-10
0001665160-22-000258	1	Gaston Martinez	President, CEO, Principal Executive Officer, Director, Principal Financial Officer and Principal Accounting Officer	2022-02-10
0001908302-22-000001	1	Gabrielle Vanounou	Co-Owner	2022-02-10
0001870693-22-000001	1	Rob Wolf by Jim Caboy POA	President	2022-02-10
0001808550-22-000001	1	Matthew Lutz	President	2022-02-09
0001665160-22-000257	1	Eran Orr	CEO and Principal Executive Officer	2022-02-09
0001665160-22-000257	2	Deepa Javeri	Principal Financial Officer and Principal Accounting Officer	2022-02-09
0001665160-22-000257	3	Gilad Meiri	Director	2022-02-09
0001665160-22-000257	4	Michael Levy	CTO & Co-Founder	2022-02-09
0001665160-22-000257	5	Gal Hayut	Director	2022-02-09
0001665160-22-000257	6	Hillel Bachrach	Director	2022-02-09
0001665160-22-000256	1	Pete Girgis	President, Principal Executive Officer, Director, Principal Financial Officer and Principal Accounting Officer	2022-02-09
0001805743-22-000001	1	/s/ Joseph Keenan Smith	OWNER, CEO	2022-02-09
0001730695-22-000004	1	Daniel Gouldman	Director	2022-02-09
0001730695-22-000004	2	Ian Kane	Director	2022-02-09
0001665160-22-000253	1	Kevin Cornell	President, CEO, Principal Executive Officer, Director, Principal Financial Officer and Principal Accounting Officer	2022-02-09
0001665160-22-000250	1	Randall Huntsinger	CEO, Principal Executive Officer and Director, Principal Financial Officer and Principal Accounting Officer	2022-02-09
0001908409-22-000002	1	Justin Ahmann	Principal	2022-01-10
0001670254-22-000138	1	Samuel Laber	CMO at Spoonful	2022-02-09
0001670254-22-000138	2	Deepa Krishnan	CEO at Spoonful	2022-02-04
0001908298-22-000001	1	Alkebulan Moroski	Owner	2022-02-09
0001096906-22-000287	1	/s/ Matthew Sullivan	CEO	2022-02-08
0001665160-22-000249	1	Dana Paul	CEO, Principal Executive Officer and Director, Principal Financial Officer and Principal Accounting Officer	2022-02-09
0001665160-22-000248	1	Paul D. Bojic, Esq.	President, Principal Executive Officer and Director, Principal Financial Officer and Principal Accounting Officer	2022-02-09
0001880827-22-000003	1	Shubhra Sharma	Director	2022-02-08
0001665160-22-000246	1	Mihnea Iustinian Chis	CEO, Principal Executive Officer, and Director, Principal Financial Officer, and Principal Accounting Officer	2022-02-08
0001665160-22-000245	1	Greg Johnson	CEO, Principal Executive Officer and Director, Principal Financial Officer and Principal Accounting Officer	2022-02-08
0001880827-22-000002	1	Sean Jones	Managing Member	2022-02-08
0001669191-22-000119	6	Mr.  Peter Blacklow	Board Member	2022-02-08
0001669191-22-000119	1	Mr. Terry Marshall	Principal Executive Officer	2022-02-08
0001669191-22-000119	2	Mr. Terry Marshall	Principal Financial Officer	2022-02-08
0001669191-22-000119	3	Mr. Terry Marshall	Principal Accounting Officer	2022-02-08
0001669191-22-000119	8	Mr.  Farid Monseur	Board Member	2022-02-08
0001669191-22-000119	7	Mrs.  Lauren  Murphy	Board Member	2022-02-08
0001669191-22-000119	5	Mrs.  Jane  Kanter	Board Member	2022-02-08
0001669191-22-000119	4	Mr. Terry Marshall	Board Member	2022-02-08
0001669191-22-000117	2	Rob  Maiello	Principal Financial Officer	2022-02-08
0001669191-22-000117	4	Chelinde Edouard	Board Member	2022-02-08
0001669191-22-000117	1	Chelinde Edouard	Principal Executive Officer	2022-02-08
0001669191-22-000117	3	John Fanning, Jr	Board Member	2022-02-08
0001669191-22-000115	4	Mark  Newbauer	Board Member	2022-02-08
0001669191-22-000115	2	Mark  Newbauer	Principal Financial Officer	2022-02-08
0001669191-22-000115	1	Mark  Newbauer	Principal Executive Officer	2022-02-08
0001669191-22-000115	3	Mark  Newbauer	Principal Accounting Officer	2022-02-08
0001665160-22-000243	1	Stephen Tibbitts	CEO, Principal Executive Officer and Director	2022-02-08
0001665160-22-000242	1	Allen Witters	CEO, Chairman, and Secretary	2022-02-08
0001788777-22-000002	1	Michael A. Hurckes, Esq.	Counsel for Fundify Inc.	2022-02-08
0001670254-22-000136	2	Som Mohapatra	Co-Founder and CIO	2022-02-07
