ACCESSION_NUMBER	ID	ISSUER	ISSUERSIGNATURE	ISSUERTITLE
0001665160-22-001503	1	ThrillSeeker Media Group, Inc.	Cody Alfar	CEO
0001665160-22-001504	1	Como Audo, Inc	Thomas DeVesto	President
0001665160-22-001502	1	Phormed	Ben Chang	CEO
0001691692-22-000001	1	True Made Foods, Inc.	Abraham Kamarck	Chief Executive Officer
0001665160-22-001496	1	Badger by Satellite Displays	Mike Williston	CEO
0001665160-22-001495	1	Nicole Pekerman	Nicole Pekerman	CEO
0001665160-22-001494	1	Mountain West Cider Company, Inc.	Jeffrey Carleton	CEO
0001802024-22-000001	1	PUFFCUFF LLC	Garrett D. Lash	Manager and Chief Executive Officer
0001805637-22-000001	1	SOLACE CREMATION, INC.	Jeremy Frank	COO
0001644600-22-000069	1	Heroic Enterprises, Public Benefit Corp	Brian Johnson	Chief Executive Officer
0001669191-22-000489	1	Hercules Electric Mobility, Inc	James Breyer	CEO
0001814684-22-000005	1	Konduit Works Inc	Nishith Krishna	Chief Executive Officer
0001665160-22-001489	1	Christopher J Daft	Christopher J Daft	VP OPS
0001665160-22-001488	1	Hacking Labs	Sean Hacking	CEO
0001665160-22-001486	1	The NoBaked Company	Ruth Megan Feeman	CEO
0001860996-22-000002	1	Irrigreen Inc	Shane Dyer	Chief Executive Officer
0001665160-22-001483	1	HealthPoint Plus, Inc.	Robert A. Goddard	Chairman, Chief Executive Officer, President, Principal Financial Officer, Principal Accounting Officer and Director
0001852138-22-000005	1	CleverPet, Inc.	Leo Trottier	CEO
0001665160-22-001480	1	Legion M Entertainment, Inc.	Paul Scanlan	Co-Founder, Chief Executive Officer, Chief Financial Officer and Treasurer
0001665160-22-001479	1	Organic Craft Brewing	Joseph Carmichael	Co-Founder & President
0001669191-22-000484	1	Orbital Assembly Corp	Rhonda Stevenson	CEO
0001852138-22-000003	1	Reflex Red Storm, LLC	Matt Schaefer	Chief Executive Officer
0001747584-22-000017	1	National Energy Improvement Fund, LLC	Peter Krajsa	Co-Chair and Founder
0001665160-22-001477	1	Harp & Cork, Inc	Shaun Noonan	Founder, CEO, and Director
0001665160-22-001476	1	TRAQ, Inc.	JMS	CEO
0001665160-22-001473	1	Zachary Sarf	Zachary Sarf	Founder
0001104659-22-054615	1	Piestro, Inc. (f/k/a Future Labs VI, Inc.)	/s/ James Buck Jordan	Director
0001665160-22-001471	1	New Use Energy Solutions, Inc.	Paul Shmotolokha	Chief Executive Officer and Chairman of the Board of Directors (Principal Executive Officer and Director)
0001665160-22-001469	1	AEXLAB INC.	/s/ Jonathan Ovadia	CEO
0001665160-22-001466	1	Tamarack Aerospace Group, Inc.	Nicholas Guida	Chairman of the Board of Directors, Founder, CEO and CTO
0001665160-22-001465	1	Curenta Enterprise Corp.	Ramy Barsoum Mikhail	Co-Founder, CEO, Principal Executive Officer, Director and Principal Accounting Officer
0001796106-22-000002	1	Genius Juice, LLC	Alex Bayer	CEO
0001665160-22-001464	1	ZEVA Inc.	Stephen Tibbitts	CEO
0001665160-22-001463	1	VELOCE CORP	Robert Niichel	CEO, Principal Executive Officer and Director, Principal Financial Officer and Principal Accounting Officer
0001830013-22-000002	1	Belladinas Easley LLC	Megan Leccese	Owner
0001665160-22-001461	1	Cadi, Inc.	Tyler Gottstein	CEO, Principal Executive Officer, and Director, Principal Financial Officer, and Principal Accounting Officer
0001665160-22-001460	1	Life Imaging Fla, Inc.	J. Thomas Graham	CEO, Principal Executive Officer and Director, Principal Financial Officer and Principal Accounting Officer
0001665160-22-001459	1	Stream It, Inc.	Lance M. King	CEO
0001860813-22-000001	1	Belladina's Hudson LLC	Potito Leccese	Owner
0001831529-22-000002	1	DCG Group, LLC	Delphine Carter	CEO
0001833578-22-000002	1	Lumineux Chocolate LLC	Benjamin Synder	Co-founder and Principal Executive Officer
0001665160-22-001457	1	FuelGems Inc.	Kirill Gichunts	CEO, Principal Executive Officer, Director, Principal Financial Officer and Principal Accounting Officer for FuelGems Inc.
0001665160-22-001455	1	SportsEdTV Inc.	Victor Bergonzoli	Chief Executive Officer
0001665160-22-001456	1	Solutions Vending International	Dawn Dickson	Chief Executive Officer
0001825264-22-000001	1	CHPL Real Estate LLC	Matt McPheely	Manager
0001665160-22-001451	1	Elephant Craft Inc.	Stephen Young	CEO
0001744032-22-000002	1	PhunCoin, Inc.	Alan S. Knitowski	Chief Executive Officer
0001670254-22-000503	1	SFO84, Inc	Matthieu Jost	CEO
0001665160-22-001447	1	Voosh Technologies Inc	Kevin Cornell	CEO
0001665160-22-001448	1	Honeybee Burger Inc	Adam Weiss	CEO
0001670254-22-000502	1	Global Restaurant Management LLC	Christopher Wynne	CEO
0001665160-22-001443	1	COLORS Worldwide Inc.	Jabari Johnson	CEO/Founder
0001665160-22-001441	1	microsurgeonbot Inc. (doing business as MSBAI)	Allan Grosvenor	CEO
0001665160-22-001438	1	SanMelix Laboratories, Inc.	Diana Sabacinski	CEO, Principal Executive Officer and Director, Principal Financial Officer and Principal Accounting Officer
0001873727-22-000004	1	Stream Dx Inc	/s/ Brian Holt	Chief Executive Officer
0001669191-22-000482	1	MAGFAST LLC	Seymour Segnit	CEO
0001665160-22-001435	1	Bancroft Automated Restaurant Systems, Inc	Frederic Speed Bancroft	CEO/Chairman
0001665160-22-001432	1	Helix Fitness, Inc	Leonard Snyderman	President and CEO
0001644600-22-000066	1	Boxabl Inc.	Paolo Tiramani	Chief Executive Officer
0001665160-22-001430	1	ONE ROQ Spirits LLC	J. Garrett Green	Chief Executive Officer
0001665160-22-001426	1	Ronald Jeffery Arnold	JEFF ARNOLD	President
0001665160-22-001423	1	The SMART Tire Company, Inc	Earl Cole	CEO
0001852138-22-000001	1	Pickzen, Inc.	Brendan Medeiros	Chief Executive Officer
0001665160-22-001421	1	CertifiedTrue Inc	Stephen Graves	CEO
0001830612-22-000002	1	Freelancers, LLC	Natalie Madsen	Executive Producer
0001665160-22-001419	1	Modal Living, Inc.	Colin Jube	CEO
0001747584-22-000015	1	BlocPower Energy Services 3 LLC	Cullen Kasunic	Manager, Chief Financial Officer
0001665160-22-001417	1	Steve Luttmann	Steve Luttmann	CEO
0001665160-22-001415	1	Renewable Energy Products Manufacturing	John Conte	President
0001644600-22-000065	1	SupChina Inc	Anla Cheng	Chief Executive Officer and Director
0001805081-22-000004	1	A-Plan Coaching, LLC	Michael Counts	Founder
0001830829-22-000001	1	FourQ Technologies Inc.	Elizabeth Cooper	Co-Chief Executive Officer
0001747584-22-000013	1	Ola Filter Corp	Theresa Smith	CTO
0001738836-22-000005	1	Vestaboard, Inc	Rachel Rivas	Investor Relations
0001665160-22-001412	1	Fanbase Social Media Inc	Isaac Hayes III	CEO, Principal Executive Officer and Director, Principal Financial Officer and Principal Accounting Officer
0001816293-22-000002	1	Wind Craft Aviation Inc.	Jason Taylor	Operations Lead
0001826308-22-000002	1	Tuttle Twins Show, LLC	Daniel Harmon	President and Director
0001669191-22-000480	1	MustWatch LLC	Chelinde Edouard	CEO
0001670254-22-000501	1	Wefunder, Inc.	Nick Tommarello	Founder & CEO
0001665160-22-001409	1	Ossa Collective Inc	Marla Isackson	CEO, President, Secretary, and Treasurer
0001665160-22-001407	1	3i Tech Works, Inc	Joseph Riano	CEO
0001758964-22-000006	1	Salone Monet, LLC	Salone Monet Johnson	Chief Executive Officer
0001644600-22-000063	1	SafeRx Pharmaceuticals Inc.	Michael Presti	President, Chief Executive Officer, and Secretary
0001665160-22-001405	1	Nicholas Guida	Nicholas Guida	Chairman
0001665160-22-001403	1	Camp365	Kevin McGregor	CEO
0001669191-22-000477	1	Vuniverse, Inc.	Evelyn Watters	CEO
0001665160-22-001399	1	KarbonPay, Inc.	Bradley Price	Founder
0001665160-22-001396	1	JelikaLite Corp	Katya Sverdlov	CEO
0001851773-22-000004	1	Slate Click, LLC	Kirk Uhler	Chief Executive Officer
0001665160-22-001395	1	newBin Corp.	Mitch Hecht	Chief Executive Officer
0001758964-22-000005	1	Bitgreen Inc.	Adam Carver	Chief Executive Officer, Treasurer
0001834769-22-000008	1	Authenticiti, Inc	Andrew Yang	Chief Executive Officer
0001665160-22-001392	1	Acre Mezcal Holdings Corp	Jordan Haddad	President & CEO
0001758964-22-000004	1	UP SONDER, INC	Derek Waleko	Chief Executive Officer
0001802152-22-000002	1	BabyQuip, Inc.	Frances Maier	Founder and Chief Executive Officer
0001665160-22-001388	1	TA Fintech Inc.	Jon Stone	President, CEO, Secretary, Treasurer and Founder
0001758964-22-000003	1	Bitgreen Inc.	Adam Carver	Chief Executive Officer, Treasurer
0001851773-22-000002	1	Bucket List Studios Inc.	Garrett Gee	Chief Executive Officer
0001665160-22-001386	1	JeGO Technologies Inc.	Frederick Akpoghene	Chief Executive Officer
0001665160-22-001384	1	Speranza Therapeutics, Inc.	Sal Rafanelli	President and CEO
0001901207-22-000003	1	Mindwise, Inc.	Tobin Shea	CEO
0001665160-22-001381	1	AvaWatz Company	Rajini Anachi	CEO
0001758964-22-000001	1	UP SONDER, INC	Derek Waleko	Chief Executive Officer
0001665160-22-001378	1	Brigade Automation Corporation	Thomas Burns	President / CFO
0001827592-22-000002	1	Akua Life, PBC	Courtney Boyd Myers	CEO
0001665160-22-001373	1	Life Science Institute LLC	Douglas V. Giampapa	CEO
0001665160-22-001370	1	Sudesh Kumar	Sudesh Kumar	Chief Executive Officer
0001665160-22-001367	1	Whooshh Innovations Inc.	Vincent Bryan III	CEO, Principal Executive Officer and Director
0001665160-22-001364	1	Signature Athletics, Inc	Daniel Soviero	CEO
0001213900-22-022913	1	RENTBERRY, INC.	/s/ Oleksiy Lyubynskyy	CEO
0001669191-22-000475	1	MAGFAST LLC	Seymour Segnit	Principal Executive Officer
0001669191-22-000473	1	MAGFAST LLC	Seymour Segnit	Principal Executive Officer
0001104659-22-054006	1	Quadrant Biosciences Inc.	/s/ Richard Uhlig	Chief Executive Officer
0001665160-22-001336	1	Orion Haus Homes and Hotels, Inc.	Cindy M Diffenderfer	Chief Executive Officer
0001747803-22-000014	1	Epoch Financial Group, Inc.	Evan Wade	Chief Executive Officer
0001665160-22-001341	1	OOTify	Ravi Sharma	CEO and Founder
0001665160-22-001342	1	Liberty PlugIns, Inc.  DBA Liberty Access Technologies	Chris Outwater	CEO
0001670254-22-000490	1	OurBanc Corporation	David Dwumah	Founder & CEO
0001782494-22-000001	1	Ratio Holdings, LLC	Mark Hellweg	CEO
0001860056-22-000002	1	Inahsi LLC	Rhonda Marshall	Manager and Chief Executive Officer
0001213900-22-022852	1	UpChoose, PBC	/s/ Ali El Idrissi	Chief Executive Officer
0001670254-22-000491	1	Airthium Inc.	Andrei Klochko	CEO and cofounder
0001665160-22-001345	1	Oyo Fitness Inc	Paul Francis	President and CEO
0001665160-22-001347	1	VOWburger Company	Kevin Arca	CEO
0001782494-22-000002	1	Healthy Crop, Inc.	Sydney Chasin	Chief Executive Officer
0001747803-22-000015	1	Down to Cook, Inc.	Trishna Saigal	Chief Executive Officer
0001670254-22-000494	1	Blue Gold Works Inc.	Lynn Langford	Founder/CEO
0001861670-22-000002	1	Toothy Cow Productions, LLC	James Chris Wall	Manager
0001665160-22-001352	1	Joulez, Inc.	Micah Bergdale	CEO
0001665160-22-001349	1	GreatFoods It's Vegan	Marc E Pierce	CEO
0001640334-22-000856	1	TROPICAL RACING INC	/s/ Troy Levy	President (Principal Executive Officer)
0001821386-22-000004	1	ITM, Inc.	Steven Renbaum	CEO
0001104659-22-053933	1	Jet Token Inc.	/s/ George Murnane	By George Murnane, Chief Executive Officer and President
0001784334-22-000001	1	Cao Pharmaceuticals Inc.15	Zhisong Cao	CEO
0001747803-22-000006	1	DATA GRAN, INC.	Carlos Fernando Mendez	Chief Executive Officer
0001493152-22-011666	1	Backstage Capital, LLC	/s/ Arlan Hamilton	Manager
0001665160-22-001321	1	Hyperlight Energy Inc.	John H. King	CEO
0001747803-22-000007	1	Novadore USA LLC	Jack Benzaquen	Chief Executive Officer
0001747584-22-000011	1	Elm Lea Renewable Energy, LLC	Alexander E. Blackmer	Manager
0001665160-22-001358	1	Parallel Flight Technologies, Inc	Joshua Resnick	CEO
0001665160-22-001355	1	Brand3d, Inc	Hans Hesselholt Henne Hansen	CEO, Founder
0001665160-22-001353	1	Michael Mansouri	Michael Mansouri	Chief Executive Officer
0001670254-22-000495	1	teleCalm, Inc.	Tavis Schriefer	Founding CEO
0001670254-22-000498	1	Arolucha, Inc.	Jason Brown	Board Member
0001665160-22-001361	1	Geoship	Morgan Bierschenk	Co-Founder/Chief Executive Officer
0001811444-22-000001	1	Brass Clothing LLC	/s/Katie Demo	President
0001808907-22-000003	1	Drink Monday Inc.	Christopher Boyd	CEO
0001665160-22-001307	1	Chow	David Obasiolu	CEO
0001893768-22-000002	1	Slingshot USA LLC	David Michael Brett Johnson	Manager
0001873727-22-000003	1	Stream Dx Inc	/s/ Brian Holt	Chief Executive Officer
0001665160-22-001315	1	Daxbot, Inc	Jason Richards	CEO
0001665160-22-001314	1	Weapon X, Inc.	Paul D. Bojic	President
0001835960-22-000002	1	Audio Cardio, Inc.	Chris Ellis	CEO, Director
0001640709-22-000001	1	Bellhop Technologies Inc.	Payam Safa	CEO
0001665160-22-001310	1	Pyrotree Inc.	Christopher Dell'olio	Chief Executive Officer
0001670254-22-000479	1	Envel, Inc.	Matthew Armandi	Chief Financial Officer
0001670254-22-000481	1	HLD Film, Inc.	Oliver Mann	Writer / Director, Producer
0001665160-22-001317	1	Wilderwise Inc.	Arya Mazanek	CEO
0001096906-22-000998	1	SmartSoda Holdings, Inc.	/s/ Lior Shafir	Chief Executive Officer
0001670254-22-000482	1	El Condor, LLC	Nicolas Simon	CEO
0001670254-22-000485	1	3DMia, LLC	Taylor Blom	Co-Founder & CRO
0001903204-22-000003	1	Hydro Wind Energy, Inc.	Lee King	Chief Executive Officer
0001821386-22-000003	1	Quim Rock, Inc.	Cyo Ray Nystrom	CEO
0001846065-22-000002	1	CISAPP Online Inc.	Bhargav Varma	Director
0001670254-22-000484	1	Taylor Hoffman, Inc.	Brandon Taylor	CEO & CIO
0001665160-22-001319	1	WeatherFlow-Tempest Inc	Daniel Lyons	CEO, Principal Executive Officer and Director, Principal Financial Officer and Principal Accounting Officer
0001665160-22-001324	1	ENACT SYSTEMS INC	Deep Chakraborty	CEO
0001747803-22-000008	1	Axle Workout Inc.	Andrew Page	Chief Executive Officer
0001665160-22-001327	1	Support Groups Central, Inc. d.b.a. Peer Support Solutions	Vincent F. Caimano	CEO
0001670254-22-000487	1	Uptip Inc.	Eric Plam	CEO
0001747803-22-000009	1	Down to Cook, Inc.	Trishna Saigal	Chief Executive Officer
0001670254-22-000486	1	KK Technologies LLC	Jean Pierre Fatta	Founder & CEO
0001665160-22-001330	1	Evren Technologies	Weaver Gaines	Chairman & CEO
0001747803-22-000012	1	Nett Venture Investments LLC	Oswaldo Gutierrez	Chief Executive Officer
0001747803-22-000010	1	Nett Venture Investments LLC	Oswaldo Gutierrez	Chief Executive Officer
0001665160-22-001331	1	2124 Brewing Company LLC	Ryan Bove	President, CEO
0001670254-22-000488	1	Vehiko, Inc.	Edward Agabs	CEO & Founder
0001665160-22-001332	1	AEXLAB, Inc.	Jonathan Ovadia	CEO, Principal Executive Officer and Director, Principal Financial Officer and Principal Accounting Officer
0001747803-22-000013	1	Epoch Financial Group, Inc.	Evan Wade	Chief Executive Officer
0001665160-22-001337	1	Kevin Morin	Kevin Morin	CEO
0001665160-22-001305	1	Curtis Ceballos	/Curtis Ceballos/	President/CEO
0001665160-22-001304	1	POPS! Diabetes Care, Inc.	Lonny Stormo	CEO, Chairman of the Board of Director and Cofounder
0001671941-22-000003	1	Angel Studios, Inc.	Neal Harmon	Chief Executive Officer
0001665160-22-001303	1	Carnot Compression Inc.	Todd Thompson	CEO
0001828473-22-000003	1	Upright Foods Inc.	Xiaoyang (Betty) Tang	CEO
0001670254-22-000475	1	necoBrands, Inc	Stephen Flaherty	Founder & CEO
0001665160-22-001302	1	Invisacook Inc.	Curtis Ceballos	CEO, President, and Director
0001665160-22-001301	1	XRHealth Inc	Eran Orr	Chief Executive Officer
0001670254-22-000474	1	StaySafe Building Technology, Inc.	Kyle Meyer	CEO
0001685404-22-000001	1	Mycroft AI Inc.	Michael Lewis	CEO
0001670254-22-000473	1	Ai Incube, Inc.	Eyal Amir	CEO
0001670254-22-000471	1	GroGuru, Inc.	Patrick Henry	President & CEO
0001644600-22-000061	1	Cheers Health, Inc.	Brooks Powell	Chief Executive Officer
0001665160-22-001297	1	3i Tech Works, Inc.	Joseph Riano	Director, CEO, Principal Financial Officer and President
0001830560-22-000001	1	Relay On Demand, Inc.	Darrell Pickens	CEO
0001670254-22-000470	1	Sen-Jam Pharmaceutical LLC	Jim Iversen	Co-Founder, CEO
0001665160-22-001295	1	AWOL Outdoors, Inc d/b/a Camp365	Kevin McGregor	CEO, Principal Executive Officer and Director, Principal Financial Officer and Principal Accounting Officer
0001665160-22-001294	1	Whooshh Innovations, Inc.	Vincent Bryan III	CEO, Principal Executive Officer and Director
0001665160-22-001291	1	3i Tech Works, Inc.	Joseph Riano	Director, CEO, Principal Financial Officer and President
0001826438-22-000001	1	H Influencer Collective Inc.	James Cole	Founder & CEO
0001670254-22-000468	1	Upstaged Holdings, Inc.	Stephan Hartman	Founder, Chairman & CEO
0001803592-22-000002	1	GrapeStars International, Inc.	Stephan Fortier	CEO
0001659586-22-000003	1	Citiesense Inc.	Starling Childs	CEO, President
0001670254-22-000467	1	Upstaged Holdings, Inc.	Stephan Hartman	Founder, Chairman & CEO
0001779318-22-000001	1	Fleeting,Inc.	Pierre Laguerre	CEO
0001670254-22-000466	1	TransitNet LLC	Eric Jackson	CEO and Co-Founder
0001104659-22-053644	1	Beta Bionics, Inc.	/s/ Martha G. Aronson	Interim Chief Executive Officer and Board Member
0001738836-22-000003	1	Vestaboard, Inc	Rachel Rivas	Investor Relations
0001669191-22-000470	1	Smoove Xperience, Inc.	Gregory  Duffell	Principal Executive Officer
0001665160-22-001283	1	Boones Bourbon Co.	Tyler Boone	CEO, President and Director
0001726537-22-000003	1	PISTIL & POLLEN, LLC	Amy Dannemiller	CEO
0001665160-22-001281	1	Bancroft Automated Restaurant Systems, Inc.	Frederic Speed Bancroft	CEO/Chairman
0001665160-22-001278	1	Art of Pour Inc.	Alexander M. Brent	CEO, President, Secretary, Chairman of the Board, CFO
0001671941-22-000001	1	Angel Studios, Inc.	Neal Harmon	Chief Executive Officer
0001665160-22-001275	1	LIFT Aircraft Inc.	Matthew Chasen	Chief Executive Officer and Chairman and Sole Board Member
0001666102-22-000009	1	Unicore Real Estate Trust	Tianyuan Gu	CEO
0001213900-22-022691	1	Eysz, Inc.	/s/ Rachel Kuperman	CEO
0001839110-22-000001	1	Smart Home Sentry, Inc.	Uday Kiran Chaka	CEO
0001666102-22-000008	1	Unicore Real Estate Trust	Tianyuan Gu	CEO
0001797422-22-000002	1	American Provenance II, Inc.	Kyle LaFond	Director, President, Secretary
0001787138-22-000001	1	Backyard Soda Co, Inc.	Jonathan Schultz	CEO & Director
0001213900-22-022687	1	Spinal Surgical Strategies, Inc., d/b/a Kleiner Device Labs	/s/ Jeffrey Kleiner	Chief Executive Officer
0001213900-22-022684	1	Jeffrey Kleiner	/s/ Jeffrey Kleiner	CEO, President and Director
0001193125-22-133386	1	Anthony Gantt, Jr.	/s/ Anthony Gantt, Jr.	Chief Executive Officer
0001821386-22-000002	1	AVY Entertainment, Inc.	Andrey Yanyuk	CEO
0001104659-22-053474	1	California Tequila, Inc.	/s/ Richard Gamarra	Chief Executive Officer
0001769923-22-000001	1	People First RH, Inc.	/s/ Shantanu Rana	Director, CEO
0001666102-22-000006	1	SKYWIDE REAL ESTATE INTERNATIONAL LLC	Tianyuan Gu	Chairman
0001851023-22-000002	1	HighSchoolResponder LLC	David B Cooper	CFO/CTO
0001665160-22-001272	1	Saucy Brew Works LLC	Brent Zimmerman	CEO, CO-Founder, Principal Executive Officer and Manager,
0001665160-22-001271	1	Advanced Development of Additive Manufacturing, Inc.	Denys Gurak	CEO
0001193125-22-133153	1	Heglovich LLC	/s/ Mischelle Elkovich	Co-founder and Majority Managing Member
0001665160-22-001268	1	George Douaire	George Douaire	CEO
0001808830-22-000003	1	Snowball Finance, Inc.	Parul Gujral	Chief Executive Officer
0001842944-22-000001	1	Austin Flipsters Portfolio 1, LLC	Lincoln Edwards	Principal
0001806951-22-000002	1	CrowdChayne, Inc.	Francis Cid	CEO
0001808830-22-000001	1	Snowball Finance, Inc.	Parul Gujral	Chief Executive Officer
0001874177-22-000001	1	Quantum Music, Inc.	Quan Zhang	Chief Executive Officer, Secretary and Sole Director
0001799689-22-000002	1	Neighbor, Inc.	Carl Turner	President and CEO and Director
0001766415-22-000004	1	WWF Holdings, Inc.	Lonnie Johnson	Director & CEO
0001665160-22-001265	1	Pantera Global Technology, Inc.	DeWayne Adamson	President, CEO, Co-Founder and Director
0001665160-22-001263	1	Yahyn Inc	Pierre Rogers	CEO
0001815481-22-000003	1	Procurement Foundry, Inc.	Yashar H Kafi	COO
0001193125-22-132959	1	Hawaiian Bros Inc.	/s/ Scott Ford	President, Co-Chief Executive Officer and Director (Principal Executive Officer)
0001856715-22-000003	1	Rojo's Famous, Inc.	Robert J. Selfridge	President & CEO
0001736304-22-000001	1	Primo Energy Inc	Edward (Ned) McMahon	CEO, Principal Executive Officer and Director, Principal Financial Officer and Principal Accounting Officer
0001670254-22-000461	1	BioMedican, Inc	Maxim Mikheev	CEO / Chief Scientist
0001665160-22-001260	1	Yahyn, Inc.	Pierre Rogers	CEO
0001837613-22-000012	1	PO CAMPO, LLC	Maria Boustead	CEO, Member Manager
0001809210-22-000001	1	Edify.ai, Inc	Cory J. Linton	Chief Executive Officer
0001879942-22-000001	1	Hawaiian Bros Inc.	/s/ Scott Ford	President, Co-Chief Executive Officer and Director (Principal Executive Officer)
0001837613-22-000011	1	Yumwoof Natural Pet Food LLC	Jaron Lukas	Chief Executive Officer
0001769091-22-000001	1	Rocket Dollar Inc	/s/Tadayoshi Henry Yoshida	Director, Chief Executive Officer
0001852227-22-000003	1	Tyla-Simone's Wings LLC	Monique Crayton	Chief Executive Officer
0001665160-22-001257	1	Nathan Harding	Nathan Harding	CEO, Principal Executive Officer and Director, Principal Financial Officer and Principal Accounting Officer
0001665160-22-001255	1	OOTify, Inc.	Ravi Sharma	CEO, Director, Principal Financial Officer
0001784144-22-000004	1	Nanno, Inc.	Elisabeth Polizzi Oertle	CEO
0001746059-22-000178	1	Philly's on the Hill, LLC	Angela Morales	Owner
0001669191-22-000466	1	Accesr Inc.	Alan Rodriguez	Principal Executive Officer
0001746059-22-000177	1	Big C Waffles, LLC	Carl Richardson	Owner and Founder
0001670254-22-000460	1	Apotheka Systems Inc.	Dennis Maliani	CEO
0001784144-22-000002	1	Nanno, Inc.	Elisabeth Polizzi Oertle	CEO
0001665160-22-001252	1	Return Home, Inc.	Micah Truman	CEO and Director
0001665160-22-001250	1	Virtualities, Inc.	Ryan Burningham	Chief Executive Officer, Co-Founder and Director, Principal Financial Officer, and Principal Accounting Officer
0001670254-22-000459	1	KinectAir Inc.	Jonathan Evans	CEO - Chief Executive Officer
0001062993-22-011029	1	Bobbie Baby, Inc.	/s/ Laura Hughes Modi	Chief Executive Officer
0001837613-22-000009	1	Abletek, Inc.	Ravindra Singh	CEO
0001665160-22-001245	1	Tapville Franchising Inc.	Joseph Tota	President, CEO, Principal Executive Officer, Director, Principal Financial Officer and Principal Accounting Officer
0001829126-22-009131	1	Called Higher Studios, Inc.	/s/ Jason Brown	Chief Executive Officer
0001644600-22-000059	1	Xairos Systems, Inc.	David Mitlyng	Chief Executive Officer
0001665160-22-001242	1	Parkway Autonomous Inc.	Alexander Stefman	CEO, President, Principal Executive Officer, Director, and Principal Accounting Officer
0001889699-22-000001	1	Mona Lisa Song LLC	/s/ Jay Moore	Chief Executive Officer and Manager of Issuer's Manager
0001665160-22-001241	1	RENEWABLE ENERGY PRODUCTS MANUFACTURING CORP	John Conte	Director, President, CEO
0001796599-22-000001	1	Kind Collection, Inc.	/s/ Jewel Zimmer	Director, CEO
0001821328-22-000002	1	Oakwood Ave., LLC	Michael Benatar	CEO
0001792508-22-000001	1	Linen Mobile, Inc.	Vitaly Bahachuk	Director, President, Chief Executive Officer
0001666102-22-000004	1	SKYWIDE REAL ESTATE INTERNATIONAL LLC	Tianyuan Gu	Chairman
0001837613-22-000007	1	VJCo, Inc.	Nathan Atkinson	CEO, Director
0001096906-22-000976	1	QUANTM.ONE INC	Matthew Sullivan	Chief Executive Officer
0001665160-22-001238	1	Hugo Pakula	Hugo Pakula	CEO
0001665160-22-001235	1	Tapville Franchising, Inc	Joseph Tota	Director
0001666102-22-000003	1	SKYWIDE REAL ESTATE INTERNATIONAL LLC	Tianyuan Gu	Chairman
0001837613-22-000005	1	Toast Beverages LLC	Brooks Addington	Chief Executive Officer
0001665160-22-001233	1	Beanstox Inc.	Connor O Brien	CEO and Director
0001670254-22-000458	1	Pace Diagnostics, Inc.	Marianne Nguyen	CHIEF BUSINESS OFFICER AND CO-FOUNDER
0001665160-22-001231	1	Exovolar Industries Corp.	Guanhao Wu	CEO
0001669191-22-000464	1	Targeted Shopping Solutions, Inc.	James Mulford	Principal Executive Officer
0001837613-22-000004	1	AI4Sec, Inc	Mauricio J. Rioseco Orihuela	President
0001665160-22-001229	1	FLX Performance Inc	Robert Rast	CEO, Principal Executive Officer and Director, Principal Financial Officer and Principal Accounting Officer
0001665160-22-001228	1	TruSo Inc.	Matthew Newman	President, CEO, Principal Executive Officer, Director, Principal Financial Officer and Principal Accounting Officer
0001852227-22-000002	1	Poppilu Inc.	Melanie Kahn	Chief Executive Officer
0001665160-22-001226	1	Evren Technologies, Inc	Weaver Gaines	CEO and Chairman of the Board of Directors
0001665160-22-001224	1	Passion Tree, LLC	Garrett Olsen	CEO, CFO and Director
0001665160-22-001223	1	Geoship S.P.C.	Morgan Bierschenk	CEO, Principal Executive Officer and Director, Principal Financial Officer and Principal Accounting Officer of Geoship SPC
0001837613-22-000003	1	KONING CORP	Lutao Ning	Chief Executive Officer
0001837613-22-000002	1	True Made Foods, Inc.	Abraham Kamarck	Chief Executive Officer
0001665160-22-001220	1	Gift of College, Inc	Wayne Weber	CEO
0001665160-22-001219	1	Matthew Newman	Matthew Newman	Founder, CEO, & Chairman
0001665160-22-001215	1	Stuart B Mitchell	Stuart B Mitchell	CEO
0001665160-22-001213	1	Cocktail Squad, Inc.	Lauren G. Maggio	CEO
0001665160-22-001210	1	Apelab Inc	Emilie Joly	CEO
0001669191-22-000460	1	Vymedic Inc.	Cynthia Winning	CEO
0001670254-22-000457	1	Buttonsmith Inc.	Darcy Burner	CEO
0001665160-22-001208	1	Apelab, Inc.	Emilie Joly	President, CEO, Principal Executive Officer, Director, Principal Financial Officer and Principal Accounting Officer
0001794222-22-000003	1	DATA GRAN, INC.	Carlos Fernando Mendez	Chief Executive Officer
0001855137-22-000001	1	Spinster Sisters, Inc.	Kelly Perkins	President and CEO
0001838915-22-000001	1	Ready Set Jet, Inc.	Shalini Vadhera	CEO & Sole Director
0001665160-22-001206	1	AgTechLogic Inc.	Thomas Gauthier	President, CEO, Principal Executive Officer, Director, Principal Financial Officer and Principal Accounting Officer
0001665160-22-001205	1	Covira Surgical	Peter Farmakis	CEO, Principal Executive Officer and Director, Principal Financial Officer and Principal Accounting Officer
0001794222-22-000001	1	New World Savings, Inc.	Scott Armstrong	Chief Executive Officer
0001737679-22-000001	1	DIGIBUILD SOFTWARE, INC.	Robert Salvador	Chief Executive Officer
0001837613-22-000001	1	Blue Egg Corp	Robin Wilson	Chief Executive Officer
